Time,Time Code,Country Name,Country Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Agricultural methane emissions (% of total) [EN.ATM.METH.AG.ZS],Arable land (% of land area) [AG.LND.ARBL.ZS],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]"
2021,YR2021,Canada,CAN,100,6.48457678610033,..,4.35320354546179,..
2021,YR2021,China,CHN,100,55.462649429444,..,11.5956076824016,..
2021,YR2021,India,IND,99.5725250244141,60.0459264291889,..,51.9468812958472,..
2021,YR2021,Ireland,IRL,100,62.9554362026419,..,6.32893017854551,..
2021,YR2021,Iraq,IRQ,100,21.7078833892308,..,11.4459329967199,..
2021,YR2021,Malaysia,MYS,100,26.0873535230558,..,2.51407700502207,..
2022,YR2022,Afghanistan,AFG,..,..,..,..,..
2022,YR2022,Australia,AUS,..,..,..,..,..
2022,YR2022,Canada,CAN,..,..,..,..,..
2022,YR2022,China,CHN,..,..,..,..,..
2022,YR2022,India,IND,..,..,..,..,..
2022,YR2022,Ireland,IRL,..,..,..,..,..
2022,YR2022,Iraq,IRQ,..,..,..,..,..
2022,YR2022,Malaysia,MYS,..,..,..,..,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 12/18/2023,,,,,,,,
